	ace	asu	bma	bpa	bxy	cbg	cbn	cel	crem	csp1	dvi	gpa	hba	hco	loa	mha	nam	ovo	pmu	ppac	pred	psam_ds	psam_vv	rcul	sb347	ste	tmu	tox	tsp	wba
Y66H1B.2l	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2m	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2n	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2o	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2p	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2q	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2r	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2s	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
Y66H1B.2t	13	2	2	2	1	2	1	19	2	2	5	1	3	9	4	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0
F31C3.2a	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
F31C3.2b	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.6a	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.6b	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
ZC308.1a	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
ZC308.1b	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
ZC308.1c	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
ZC308.1d	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
ZC308.1e	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
ZC308.1f	8	4	2	2	6	4	7	10	6	3	3	3	2	2	2	4	5	2	4	2	0	0	0	0	0	0	0	0	0	0
F13D2.2	7	8	1	2	4	4	4	4	6	4	3	5	4	6	2	5	1	2	12	5	7	9	18	4	3	7	1	8	1	2
F13D2.3	7	8	1	2	4	4	4	4	6	4	3	5	4	6	2	5	1	2	12	5	7	9	18	4	3	7	1	8	1	2
H22D07.1	7	8	1	2	4	4	4	4	6	4	3	5	4	6	2	5	1	2	12	5	7	9	18	4	3	7	1	8	1	2
Y105C5A.23	7	8	1	2	4	4	4	4	6	4	3	5	4	6	2	5	1	2	12	5	7	9	18	4	3	7	1	8	1	2
F38A1.1	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F38A1.10	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F38A1.14	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F38A1.4	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F38A1.5	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F38A1.7a	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F38A1.7b	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F46A8.11	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F56A4.2	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F56D6.1	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F56D6.2	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
F59A7.1	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
H02F09.2	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K03H6.7	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K06A9.1a	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K06A9.1b	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K06A9.1c	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K08D10.10	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K08D10.14	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
M162.2	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
R07C12.1	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
R07C12.3	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
T26C12.6	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y19D10A.9	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.2	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.3	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.4	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.5	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.8	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.9a	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.9b	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.9c	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AL.9e	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y46C8AR.1	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.14	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.33	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.37	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.39a	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.39b	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.6a	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.6b	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.7	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.8a	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y54G2A.8b	0	0	0	0	0	15	29	44	68	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
B0285.6	13	2	2	1	2	4	5	6	6	6	7	3	4	5	1	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0
F31F6.6	13	2	2	1	2	4	5	6	6	6	7	3	4	5	1	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0
K08E5.2a	13	2	2	1	2	4	5	6	6	6	7	3	4	5	1	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0
K08E5.2b	13	2	2	1	2	4	5	6	6	6	7	3	4	5	1	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0
R107.1a	13	2	2	1	2	4	5	6	6	6	7	3	4	5	1	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0
R107.1b	13	2	2	1	2	4	5	6	6	6	7	3	4	5	1	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0
F11H8.2	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1b	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1c	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1d	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1e	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1g	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1j	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1k	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1l	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
T21C12.1m	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
ZC482.1	12	3	6	9	2	3	5	11	3	5	4	4	4	10	6	2	4	5	4	2	0	0	0	0	0	0	0	0	0	0
B0365.3	3	5	3	2	6	2	2	2	4	2	2	4	1	3	2	4	3	3	4	3	0	0	0	0	0	0	0	0	0	0
C01G12.8	3	5	3	2	6	2	2	2	4	2	2	4	1	3	2	4	3	3	4	3	0	0	0	0	0	0	0	0	0	0
C37F5.1a	8	4	7	4	4	3	3	6	3	3	5	3	2	7	3	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0
C37F5.1b	8	4	7	4	4	3	3	6	3	3	5	3	2	7	3	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0
C42D8.4a	8	4	7	4	4	3	3	6	3	3	5	3	2	7	3	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0
C42D8.4b	8	4	7	4	4	3	3	6	3	3	5	3	2	7	3	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0
T08H4.3	8	4	7	4	4	3	3	6	3	3	5	3	2	7	3	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0
Y73B3A.5	8	4	7	4	4	3	3	6	3	3	5	3	2	7	3	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0
C12D12.5	7	4	7	5	3	5	7	5	5	5	3	4	3	3	4	1	3	4	4	4	0	0	0	0	0	0	0	0	0	0
C32E12.5	7	4	7	5	3	5	7	5	5	5	3	4	3	3	4	1	3	4	4	4	0	0	0	0	0	0	0	0	0	0
F40E10.2	7	4	7	5	3	5	7	5	5	5	3	4	3	3	4	1	3	4	4	4	0	0	0	0	0	0	0	0	0	0
K08A8.2a	7	4	7	5	3	5	7	5	5	5	3	4	3	3	4	1	3	4	4	4	0	0	0	0	0	0	0	0	0	0
K08A8.2b	7	4	7	5	3	5	7	5	5	5	3	4	3	3	4	1	3	4	4	4	0	0	0	0	0	0	0	0	0	0
F28H7.10a	4	5	3	6	6	4	8	5	7	4	5	2	9	4	7	1	5	5	6	6	0	0	0	0	0	0	0	0	0	0
T09A12.3a	4	5	3	6	6	4	8	5	7	4	5	2	9	4	7	1	5	5	6	6	0	0	0	0	0	0	0	0	0	0
T09A12.3b	4	5	3	6	6	4	8	5	7	4	5	2	9	4	7	1	5	5	6	6	0	0	0	0	0	0	0	0	0	0
T10B10.7	4	5	3	6	6	4	8	5	7	4	5	2	9	4	7	1	5	5	6	6	0	0	0	0	0	0	0	0	0	0
Y40C5A.2	4	5	3	6	6	4	8	5	7	4	5	2	9	4	7	1	5	5	6	6	0	0	0	0	0	0	0	0	0	0
C17D12.2a	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
C17D12.2b	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
C17D12.2c	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
C17D12.2d	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2a	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2b	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2d	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2e	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2f	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2g	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2l	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2m	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2n	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2o	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2p	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2q	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2r	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2s	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2t	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2u	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2v	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2w	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
T01D1.2x	4	2	3	2	2	2	2	23	2	6	2	4	3	3	3	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0
B0212.1a	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
B0212.1b	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
B0212.1c	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
D1065.1a	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
D1065.1b	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
D1065.1c	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
F14B8.7	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
F45F2.5	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
F45F2.6	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
F45F2.7	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
H19J13.1	11	1	0	0	2	6	10	11	7	4	1	2	2	5	0	1	3	0	13	8	0	0	0	0	0	0	0	0	0	0
F14B4.2a	18	7	6	5	1	2	3	3	3	3	2	5	3	8	7	2	10	4	3	1	0	0	0	0	0	0	0	0	0	0
F14B4.2b	18	7	6	5	1	2	3	3	3	3	2	5	3	8	7	2	10	4	3	1	0	0	0	0	0	0	0	0	0	0
H25P06.1	18	7	6	5	1	2	3	3	3	3	2	5	3	8	7	2	10	4	3	1	0	0	0	0	0	0	0	0	0	0
H22K11.1	6	3	1	1	1	2	2	2	2	2	1	20	0	50	2	2	2	1	3	2	0	0	0	0	0	0	0	0	0	0
R12H7.2	6	3	1	1	1	2	2	2	2	2	1	20	0	50	2	2	2	1	3	2	0	0	0	0	0	0	0	0	0	0
Y105E8B.1a	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1b	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1c	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1d	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1e	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1f	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1g	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1i	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1j	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1k	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1l	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1m	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1n	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1o	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1p	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1q	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1r	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
Y105E8B.1s	11	1	6	2	3	2	1	18	1	3	2	1	4	2	2	3	2	3	1	3	0	0	0	0	0	0	0	0	0	0
C28A5.3	12	11	2	2	1	3	3	4	3	4	3	10	1	5	3	4	4	3	8	2	0	0	0	0	0	0	0	0	0	0
T07C4.9a	12	11	2	2	1	3	3	4	3	4	3	10	1	5	3	4	4	3	8	2	0	0	0	0	0	0	0	0	0	0
T07C4.9b	12	11	2	2	1	3	3	4	3	4	3	10	1	5	3	4	4	3	8	2	0	0	0	0	0	0	0	0	0	0
ZC155.1	12	11	2	2	1	3	3	4	3	4	3	10	1	5	3	4	4	3	8	2	0	0	0	0	0	0	0	0	0	0
F11A6.1a	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
F32A7.6	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4a	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4b	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4c	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4d	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4e	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4f	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4g	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4h	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4i	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
K04F10.4j	6	3	3	4	2	3	4	12	3	3	2	3	5	7	2	3	3	3	4	2	0	0	0	0	0	0	0	0	0	0
ZK973.6	11	4	5	4	0	2	1	1	0	4	3	0	0	4	3	1	3	3	3	8	0	0	0	0	0	0	0	0	0	0
F01G10.8a	5	4	7	4	4	4	6	5	4	5	4	3	4	5	5	3	6	4	6	5	0	0	0	0	0	0	0	0	0	0
F01G10.8b	5	4	7	4	4	4	6	5	4	5	4	3	4	5	5	3	6	4	6	5	0	0	0	0	0	0	0	0	0	0
R05D11.1	5	4	7	4	4	4	6	5	4	5	4	3	4	5	5	3	6	4	6	5	0	0	0	0	0	0	0	0	0	0
R13F6.9	5	4	7	4	4	4	6	5	4	5	4	3	4	5	5	3	6	4	6	5	0	0	0	0	0	0	0	0	0	0
ZK370.2	5	4	7	4	4	4	6	5	4	5	4	3	4	5	5	3	6	4	6	5	0	0	0	0	0	0	0	0	0	0
C01G5.5	14	2	2	1	5	5	6	5	6	4	3	1	4	12	1	4	4	1	24	4	0	0	0	0	0	0	0	0	0	0
C35D10.6	14	2	2	1	5	5	6	5	6	4	3	1	4	12	1	4	4	1	24	4	0	0	0	0	0	0	0	0	0	0
F53F1.2	14	2	2	1	5	5	6	5	6	4	3	1	4	12	1	4	4	1	24	4	0	0	0	0	0	0	0	0	0	0
F53F1.3	14	2	2	1	5	5	6	5	6	4	3	1	4	12	1	4	4	1	24	4	0	0	0	0	0	0	0	0	0	0
K07C5.2	14	2	2	1	5	5	6	5	6	4	3	1	4	12	1	4	4	1	24	4	0	0	0	0	0	0	0	0	0	0
K07D8.1	5	2	2	14	4	2	2	3	2	4	7	3	8	5	5	2	6	2	2	2	0	0	0	0	0	0	0	0	0	0
K08E5.3a	5	2	2	14	4	2	2	3	2	4	7	3	8	5	5	2	6	2	2	2	0	0	0	0	0	0	0	0	0	0
K08E5.3b	5	2	2	14	4	2	2	3	2	4	7	3	8	5	5	2	6	2	2	2	0	0	0	0	0	0	0	0	0	0
F28A10.5	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
F38C2.4a	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
K06H6.2	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
R05A10.8	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y39F10A.3	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.2a	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.2b	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.3a	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.3b	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.4a	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.4b	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y40H7A.4c	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
Y55F3AM.11	18	1	0	0	0	5	13	13	36	6	2	0	2	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0
F19G12.2	0	0	0	0	2	0	13	4	52	1	0	17	0	0	0	27	0	0	0	9	7	3	1	13	2	3	0	0	0	0
